Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleis Nr.;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;ErfMandant;FID;1_koord;2_koord;BPUIC;lod
600;32.221;FL;Fluelen;Hausperron;1;1;267.02;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35370966;46.9024545471, 8.62440585768;46.900053307,8.62436060493;8505112;http://lod.opentransportdata.swiss/didok/8505112
600;35.268;AL;Altdorf UR;Mittelperron;4/5;5;154.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;44046336;46.875519253, 8.63123146021;46.8741659946,8.63167367826;8505113;http://lod.opentransportdata.swiss/didok/8505113
600;41.405;ER;Erstfeld;Hausperron;1;1;338.44;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35322273;46.8217678321, 8.64941497474;46.8190660872,8.65144217624;8505114;http://lod.opentransportdata.swiss/didok/8505114
600;41.986;ER;Erstfeld;Mittelperron;2/4;4;421.94;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35312068;46.8172220193, 8.65313119799;46.8203972535,8.65011879526;8505114;http://lod.opentransportdata.swiss/didok/8505114
600;46.443;AS;Amsteg-Silenen;Mittelperron;3/4;;219.85;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35346155;46.7819103844, 8.67178296983;46.7801077649,8.67296695435;8505115;http://lod.opentransportdata.swiss/didok/8505115
600;54.442;GU;Gurtnellen;Dienstperron;1;;30.33;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35354328;46.7290762844, 8.622122013;46.7288578964,8.62188416664;8505117;http://lod.opentransportdata.swiss/didok/8505117
600;62.803;WAS;Wassen;Hilfskante;2;;130.91;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35354357;46.7019941566, 8.5970734023;46.7008619017,8.59660435524;8505118;http://lod.opentransportdata.swiss/didok/8505118
600;105.981;FA;Faido;Hausperron;1;1;119.16;<=P20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35310502;46.4832605073, 8.78999889087;46.4827043176,8.79131898682;8505204;http://lod.opentransportdata.swiss/didok/8505204
600;106.2;FA;Faido;Mittelperron;2/3;3;399.69;P 20;;nicht vorhanden;Karrenueberfahrten;Mauerwerk;;Naturstein;;Kein;SBB;35329309;46.4819645762, 8.7921694507;46.4835363848,8.78764347519;8505204;http://lod.opentransportdata.swiss/didok/8505204
600;121.717;GIO;Giornico;Dienstperron;2;;125.25;<=P20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35311081;46.4020995502, 8.87233683404;46.4030923299,8.87156674294;8505206;http://lod.opentransportdata.swiss/didok/8505206
600;125.428;BO;Bodio TI;Hausperron;2;2;151.07;P 35;incl. grad. ausiliare;vorhanden;nicht konstant;Fertigelement;;Beton;;Beton;SBB;35340093;46.3806400326, 8.90589399461;46.3796484948,8.90723683337;8505207;http://lod.opentransportdata.swiss/didok/8505207
600;137.889;OS;Osogna-Cresciano;Dienstperron;1;;40.7;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35337943;46.2998425698, 8.99384883745;46.2995067227,8.99405905377;8505210;http://lod.opentransportdata.swiss/didok/8505210
600;143.435;CLA;Claro;Dienstperron;1;;97.9;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35324298;46.2534856241, 9.01697342173;46.2526080529,9.01707883436;8505211;http://lod.opentransportdata.swiss/didok/8505211
600;147.414;CAST;Castione-Arbedo;Mittelperron;1/2;2;220.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35367663;46.2239200304, 9.04142586507;46.2219357286,9.04159288405;8505212;http://lod.opentransportdata.swiss/didok/8505212
600;147.414;CAST;Castione-Arbedo;Aussenperron;3;3;220.98;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35368181;46.2239158562, 9.04132114115;46.2219312733,9.04148452606;8505212;http://lod.opentransportdata.swiss/didok/8505212
600;150.547;BEL;Bellinzona;Mittelperron;2/3;3;300.88;P 55;;nicht vorhanden;konstant;Fertigelement;Elemento speciale;Beton;;Beton;SBB;185765706;46.1977306813, 9.03263276867;46.1956419549,9.03015398901;8505213;http://lod.opentransportdata.swiss/didok/8505213
600;150.767;BEL;Bellinzona;Mittelperron;4/6;4;53.45;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;170328745;46.196154931, 9.03089298373;46.1965261085,9.03133104478;8505213;http://lod.opentransportdata.swiss/didok/8505213
600;151.009;BEL;Bellinzona;Mittelperron;2/3;2;83.21;P 55;;nicht vorhanden;konstant;Fertigelement;Elemento speciale;Beton;;Beton;SBB;208169209;46.1945268863, 9.02870225511;46.193941954,9.02802967721;8505213;http://lod.opentransportdata.swiss/didok/8505213
600;153.851;GIU;Giubiasco;Mittelperron;2/3;3;298.88;P 30;;nicht vorhanden;Karrenueberfahrten;Mauerwerk;;Naturstein;;Kein;SBB;35353108;46.1751002316, 9.00529141037;46.1733206909,9.00239100703;8505214;http://lod.opentransportdata.swiss/didok/8505214
600;153.868;GIU;Giubiasco;Mittelperron;4/5;4;54.17;P 55;;nicht vorhanden;konstant;Andere;Legno (superficie copertura);Andere;Legno (superficie copertura);Gitterrost;SBB;234225594;46.1750576223, 9.00504611296;46.1753767917,9.00557617747;8505214;http://lod.opentransportdata.swiss/didok/8505214
600;168.774;MEZ;Mezzovico;Aussenperron;1;1;140.11;P 35;Incl. scal. ausiliare 18/20cm;vorhanden;konstant;Mauerwerk;Granito;Andere;Acciaio inox;Kein;SBB;35310274;46.0948731894, 8.92933579775;46.0938221172,8.92833692495;8505217;http://lod.opentransportdata.swiss/didok/8505217
600;168.914;MEZ;Mezzovico;Hausperron;2;2;11.03;P 20;;nicht vorhanden;konstant;Andere;Traverse in legno;Andere;Legno;Kein;SBB;35314768;46.093861851, 8.92826048202;46.0937812754,8.92817717293;8505217;http://lod.opentransportdata.swiss/didok/8505217
600;173.879;TAV;Taverne-Torricella;Mittelperron;2/3;3;250.07;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35347019;46.0577044125, 8.93048598079;46.0555133162,8.92975504622;8505218;http://lod.opentransportdata.swiss/didok/8505218
600;176.002;LAM;Lamone-Cadempino;Aussenperron;1;1;219.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35318105;46.040559293, 8.93174063313;46.0387958588,8.93302794813;8505219;http://lod.opentransportdata.swiss/didok/8505219
600;180.58;LG;Lugano;Mittelperron;2/3;3;71.0;P 25;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35357769;46.0042738935, 8.94683122552;46.0036636685,8.94709468024;8505300;http://lod.opentransportdata.swiss/didok/8505300
600;187.231;MDE;Melide;Dienstperron;2;;71.32;Andere;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;212068303;45.9557483236, 8.94844342201;45.9553024912,8.94909396337;8505302;http://lod.opentransportdata.swiss/didok/8505302
600;190.908;MAR;Maroggia-Melano;Mittelperron;3/4;3;20.17;P 20;;nicht vorhanden;konstant;Andere;Granito;Naturstein;Acciaio;Kein;SBB;35310584;45.9330200395, 8.97327519368;45.9328988541,8.97346719326;8505303;http://lod.opentransportdata.swiss/didok/8505303
600;191.119;MAR;Maroggia-Melano;Mittelperron;3/4;3;50.78;P 20;;nicht vorhanden;konstant;Andere;Granito;Naturstein;;Kein;SBB;35329422;45.9319894138, 8.97489327402;45.9316807803,8.97537415168;8505303;http://lod.opentransportdata.swiss/didok/8505303
600;194.496;CAP;Capolago-Riva S. Vitale;Mittelperron;2/3;3;220.41;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;169990531;45.9037643366, 8.97966901624;45.9019229862,8.97862819341;8505304;http://lod.opentransportdata.swiss/didok/8505304
600;197.591;MOSM;Mendrisio S. Martino;Aussenperron;2;2;221.26;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;145798516;45.8782035128, 8.98286723588;45.8762226782,8.98311418914;8518475;http://lod.opentransportdata.swiss/didok/8518475
600;198.821;MEN;Mendrisio;Mittelperron;2/3;3;220.47;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;127160899;45.8684921115, 8.97751652181;45.8699858399,8.97938394369;8505305;http://lod.opentransportdata.swiss/didok/8505305
600;205.289;CHI;Chiasso;Dienstperron;127;;14.57;Andere;Livello binario;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;215062270;45.8363053448, 9.02183830988;45.836239413,9.02200033796;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.891;CHI;Chiasso;Mittelperron;4/5/6;;42.48;P 55;;nicht vorhanden;;Fertigelement;;Beton;;Gitterrost;SBB;249101061;45.8331340602, 9.02815038396;45.8333345048,9.02768495338;8505307;http://lod.opentransportdata.swiss/didok/8505307
630;159.276;CD;Cadenazzo;Mittelperron;2/3;2;218.58;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35331179;46.1526462549, 8.94433928265;46.1527504895,8.94151408106;8505404;http://lod.opentransportdata.swiss/didok/8505404
630;159.541;CD;Cadenazzo;Hausperron;1;1;22.38;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;58908532;46.1527026221, 8.94091546962;46.1527131039,8.94062612948;8505404;http://lod.opentransportdata.swiss/didok/8505404
630;166.491;GDA;Gordola;Aussenperron;1;2;220.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;250531044;46.1788316585, 8.8667239576;46.178323431,8.86947737272;8505402;http://lod.opentransportdata.swiss/didok/8505402
630;171.686;LO;Locarno;Hausperron;1;1;43.51;P 25;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;SBB;164755265;46.172244078, 8.80464568254;46.1722179611,8.80520769116;8505400;http://lod.opentransportdata.swiss/didok/8505400
630;171.774;LO;Locarno;Mittelperron;2/3;3;173.09;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35346731;46.1724238383, 8.80352364043;46.1725340612,8.80128805194;8505400;http://lod.opentransportdata.swiss/didok/8505400
631;163.897;QUA;Quartino;Hausperron;1;1;8.75;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;245421383;46.1516686157, 8.88790811846;46.1516076256,8.88783653895;8505405;http://lod.opentransportdata.swiss/didok/8505405
631;164.03;QUA;Quartino;Hausperron;1;1;12.21;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35319730;46.1508778404, 8.88664012656;46.1509380355,8.88677231916;8505405;http://lod.opentransportdata.swiss/didok/8505405
631;166.907;MAG;Magadino-Vira;Zwischenperron;2;2;120.33;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;212928772;46.1454218389, 8.8509289406;46.1449822291,8.84950590152;8505406;http://lod.opentransportdata.swiss/didok/8505406
637;204.429;CHSM;Chiasso Smistamento;Dienstperron;K7;;39.31;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35318563;45.8413495574, 9.00474492808;45.8413487697,9.00525060968;8505309;http://lod.opentransportdata.swiss/didok/8505309
639;50.667;CHI;Chiasso;Dienstperron;38;;426.1;<=P20;;nicht vorhanden;konstant;Andere;Asfalto;Andere;Asfalto;Kein;SBB;35345050;45.830865766, 9.03199127953;45.8326664936,9.02717942495;8505307;http://lod.opentransportdata.swiss/didok/8505307
640;36.279;SBAD;Schinznach Bad;Aussenperron;2;2;178.82;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35355936;47.4505688462, 8.16732893842;47.4521134692,8.16666993554;8502116;http://lod.opentransportdata.swiss/didok/8502116
640;40.231;WI;Wildegg;Aussenperron;3;3;180.19;P 30;;nicht vorhanden;konstant;Fertigelement;;Andere;;Kein;SBB;35313721;47.4167477087, 8.16415669522;47.4153704306,8.16289817899;8502115;http://lod.opentransportdata.swiss/didok/8502115
640;40.238;WI;Wildegg;Zwischenperron;2;2;32.0;P 35;inkl. 23cm Hilfstritt;vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35357063;47.4166583171, 8.16419461003;47.416413746,8.16397105236;8502115;http://lod.opentransportdata.swiss/didok/8502115
645;63.2;HU;Hunzenschwil;Hausperron;1;1;120.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;167138527;47.3883845908, 8.12660702306;47.3883269845,8.12501754975;8502104;http://lod.opentransportdata.swiss/didok/8502104
647;8.84;OTH;Othmarsingen;Mittelperron;4/5;5;220.33;P 55;;nicht vorhanden;konstant;;;;;;SBB;175741181;47.4068844096, 8.2133295063;47.4082272134,8.21547599696;8502105;http://lod.opentransportdata.swiss/didok/8502105
650;27.584;OTH;Othmarsingen;Mittelperron;2/3;3;320.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;218583237;47.4081328537, 8.2155960801;47.4061871081,8.21247173334;8502105;http://lod.opentransportdata.swiss/didok/8502105
650;31.861;LB;Lenzburg;Mittelperron;2/3;2 / 3;348.42;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;aufgesetzte Betonelemnte;Andere;SBB;35325769;47.3910900463, 8.17142264527;47.3924077429,8.16723666639;8502119;http://lod.opentransportdata.swiss/didok/8502119
650;41.28;AA;Aarau;Mittelperron;2/3;2;428.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35355338;47.3919630216, 8.05412847083;47.3905701276,8.04884193675;8502113;http://lod.opentransportdata.swiss/didok/8502113
651;5.643;WAB;Waldibrucke;Aussenperron;1;1;121.39;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35372931;47.108353352, 8.3199730307;47.1074141915,8.31917230917;8502017;http://lod.opentransportdata.swiss/didok/8502017
651;12.792;HOSA;Hochdorf Schonau;Aussenperron;1;1;112.84;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35322939;47.1644742077, 8.29975476815;47.1646298647,8.29828420404;8502042;http://lod.opentransportdata.swiss/didok/8502042
651;15.944;BLG;Baldegg;Zwischenperron;1/2;1;4.05;<=P20;;nicht vorhanden;Karrenueberfahrten;;;;;;SBB;261575618;47.1858415683, 8.28030713846;47.1858779503,8.28030519057;8502025;http://lod.opentransportdata.swiss/didok/8502025
651;15.958;BLG;Baldegg;Zwischenperron;1/2;2;29.39;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35365565;47.1859727597, 8.28037661327;47.1862369201,8.28036224344;8502025;http://lod.opentransportdata.swiss/didok/8502025
651;20.778;HIK;Hitzkirch;Zwischenperron;1/2;2;10.0;P 20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;SBB;261575619;47.2225967763, 8.25199007319;47.2226620027,8.25189922095;8502027;http://lod.opentransportdata.swiss/didok/8502027
651;27.208;BW;Beinwil am See;Zwischenperron;1/2;2;110.89;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35355014;47.2672722052, 8.2024087031;47.2682627743,8.20223769672;8502034;http://lod.opentransportdata.swiss/didok/8502034
651;29.518;BWL;Birrwil;Zwischenperron;1/2;1;14.01;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;267787610;47.2878827467, 8.19906948555;47.2880080873,8.1990508985;8502033;http://lod.opentransportdata.swiss/didok/8502033
651;34.431;HD;Hallwil;Aussenperron;1;1;108.07;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35357524;47.3282249871, 8.17638326759;47.3290361475,8.17559556982;8502031;http://lod.opentransportdata.swiss/didok/8502031
651;42.105;LB;Lenzburg;Aussenperron;7;7;110.17;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35363253;47.3908757842, 8.17034657425;47.3903348145,8.17155597291;8502119;http://lod.opentransportdata.swiss/didok/8502119
653;67.716;DOT;Dottikon-Dintikon;Hausperron;1;1;220.56;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35321012;47.3746258621, 8.23287296491;47.3734283792,8.2352011482;8502212;http://lod.opentransportdata.swiss/didok/8502212
653;67.804;DOT;Dottikon-Dintikon;Mittelperron;2/3;2;16.9;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35354065;47.3742043161, 8.23386550561;47.3742951915,8.23368617186;8502212;http://lod.opentransportdata.swiss/didok/8502212
653;81.438;MI;Muri AG;Hausperron;1;;83.33;<=P20;0;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;236891009;47.2770580647, 8.33942368399;47.2764557973,8.34007870335;8502215;http://lod.opentransportdata.swiss/didok/8502215
653;95.159;OI;Oberruti;Zwischenperron;2;2;101.59;P 30;Inkl. Hilfstritt 20 cm;vorhanden;konstant;Fertigelement;;Andere;Stahlblech;Kein;SBB;35363181;47.1664400492, 8.40468160587;47.165552542,8.40500062093;8502219;http://lod.opentransportdata.swiss/didok/8502219
653;99.465;RK;Rotkreuz;Mittelperron;5/6;6;180.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35368070;47.1423829882, 8.43165351071;47.1418837263,8.42939423961;8502202;http://lod.opentransportdata.swiss/didok/8502202
660;14.397;ORDD;Oberrieden Dorf;Hausperron;1;1;310.58;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35338465;47.2776716413, 8.57687147329;47.2751661093,8.57856038469;8502209;http://lod.opentransportdata.swiss/didok/8502209
660;19.694;SBG;Sihlbrugg;Mittelperron;3/4;;320.43;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35354987;47.2402194458, 8.57794048086;47.2375372683,8.5766135762;8502207;http://lod.opentransportdata.swiss/didok/8502207
660;29.042;ZG;Zug;Aussenperron;7;7;276.54;P 42;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35323070;47.1752542086, 8.51554767788;47.1731813623,8.5138160471;8502204;http://lod.opentransportdata.swiss/didok/8502204
660;38.943;ZG;Zug;Aussenperron;7;7;21.17;P 20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;162872228;47.1731813623, 8.5138160471;47.1730932024,8.51357083225;8502204;http://lod.opentransportdata.swiss/didok/8502204
660;43.461;CHAM;Cham;Mittelperron;2/3;2;219.29;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35311130;47.178518657, 8.45895340245;47.1777271386,8.4563041706;8502203;http://lod.opentransportdata.swiss/didok/8502203
660;49.065;RK;Rotkreuz;Hausperron;1;1;150.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35332365;47.1416124486, 8.42966249705;47.1420259229,8.43154576689;8502202;http://lod.opentransportdata.swiss/didok/8502202
660;52.776;GSK;Gisikon-Root;Mittelperron;2/3;3;10.02;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;SBB;252927166;47.1215711277, 8.39476954561;47.1214978239,8.39469265603;8502201;http://lod.opentransportdata.swiss/didok/8502201
660;53.026;GSK;Gisikon-Root;Mittelperron;2/3;2 / 3;214.68;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35313305;47.1198690841, 8.39317478303;47.1214978239,8.39469265603;8502201;http://lod.opentransportdata.swiss/didok/8502201
660;55.188;LBD;Root D4;Aussenperron;1;1;149.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35356598;47.1053281756, 8.37451666442;47.104396787,8.37308705787;8515997;http://lod.opentransportdata.swiss/didok/8515997
660;58.466;EBI;Ebikon;Mittelperron;3/4;3;10.04;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;SBB;252959869;47.0850216666, 8.34321051;47.0849591797,8.34311502788;8502200;http://lod.opentransportdata.swiss/didok/8502200
660;58.702;EBI;Ebikon;Mittelperron;3/4;3;10.06;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;SBB;253148039;47.083612996, 8.3410525571;47.0835505187,8.34095676413;8502200;http://lod.opentransportdata.swiss/didok/8502200
664;28.906;ZG;Zug;Mittelperron;1/2;2;415.53;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35345135;47.176432259, 8.51617271374;47.1727103695,8.51567079719;8502204;http://lod.opentransportdata.swiss/didok/8502204
664;28.906;ZG;Zug;Mittelperron;1/2;2;64.89;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;35329265;47.176432259, 8.51617271374;47.1770128393,8.51624137308;8502204;http://lod.opentransportdata.swiss/didok/8502204
665;2.049;ZGFR;Zug Fridbach;Aussenperron;1;1;80.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35342123;47.1569221822, 8.51250937899;47.1562160576,8.51232085702;8515994;http://lod.opentransportdata.swiss/didok/8515994
665;7.936;WCHO;Walchwil Horndli;Aussenperron;1;1;80.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;263941210;47.1087266901, 8.50439184219;47.1082586651,8.50519240202;8517112;http://lod.opentransportdata.swiss/didok/8517112
665;15.584;GD;Arth-Goldau;Mittelperron;2/3;2;188.1;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;263840234;47.0505734463, 8.54827639106;47.0493992819,8.54997933908;8505004;http://lod.opentransportdata.swiss/didok/8505004
665;15.71;GD;Arth-Goldau;Hausperron;4;4;319.93;P 55;;nicht vorhanden;;Fertigelement;;;;Kein;SBB;263840231;47.0496250198, 8.5491478738;47.0488540535,8.55311073585;8505004;http://lod.opentransportdata.swiss/didok/8505004
672;4.113;PF;Pfaffikon SZ;Mittelperron;2/3;3;363.82;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35325280;47.2032088379, 8.77698297767;47.2029910114,8.78177393255;8503209;http://lod.opentransportdata.swiss/didok/8503209
672;4.17;PF;Pfaffikon SZ;Mittelperron;2/3;3;56.03;P 25;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35315469;47.2032473575, 8.77624701081;47.2032088379,8.77698297767;8503209;http://lod.opentransportdata.swiss/didok/8503209
672;7.487;WILN;Wilen bei Wollerau;Hausperron;1;;108.75;Andere;;nicht vorhanden;;;;;;;SBB;247850639;47.1977228448, 8.7348032777;47.1974034339,8.73344699575;8503295;http://lod.opentransportdata.swiss/didok/8503295
691;12.65;DT;Dietikon;Dienstperron;1;;49.98;P 25;;nicht vorhanden;konstant;Fertigelement;Stahlgitter;Andere;Stahl;Kein;SBB;132800990;47.4151040219, 8.39031024448;47.4153697877,8.38977619229;8503508;http://lod.opentransportdata.swiss/didok/8503508
691;16.244;KLW;Killwangen-Spreitenbach;Mittelperron;5/6;6;38.54;P 25;;nicht vorhanden;auslaufend;Mauerwerk;;Naturstein;;Kein;SBB;35355451;47.4341681619, 8.35288486598;47.4343189843,8.35242625437;8503506;http://lod.opentransportdata.swiss/didok/8503506
700;31.393;BG;Brugg AG;Hausperron;1;1;255.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35341983;47.4798867294, 8.20814020411;47.4818984148,8.20978940343;8500309;http://lod.opentransportdata.swiss/didok/8500309
700;51.584;FCK;Frick;Mittelperron;2/3;3;420.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35340764;47.5053793419, 8.01114426032;47.5086492793,8.01393562167;8500305;http://lod.opentransportdata.swiss/didok/8500305
700;55.255;EI;Eiken;Aussenperron;2;2;16.86;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35368314;47.5322849502, 7.99155348392;47.5323782053,7.99137696289;8500304;http://lod.opentransportdata.swiss/didok/8500304
700;58.628;STS;Stein-Sackingen;Mittelperron;2/3;3;320.26;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Beton;SBB;35366597;47.5409588667, 7.95036868256;47.542186884,7.94652125074;8500320;http://lod.opentransportdata.swiss/didok/8500320
700;61.742;MPF;Mumpf;Aussenperron;2;2;224.27;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35335693;47.5468656228, 7.91109886341;47.5479216968,7.90856072337;8500303;http://lod.opentransportdata.swiss/didok/8500303
700;71.529;RF;Rheinfelden;Aussenperron;3;;69.52;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35370876;47.5513039942, 7.79356158519;47.5510383777,7.79272555978;8500301;http://lod.opentransportdata.swiss/didok/8500301
700;71.876;RF;Rheinfelden;Mittelperron;3/4;3;402.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35368459;47.550146086, 7.78927444821;47.5516813624,7.79410968552;8500301;http://lod.opentransportdata.swiss/didok/8500301
700;73.474;RFAU;Rheinfelden Augarten;Aussenperron;1;1;220.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35327641;47.5459554952, 7.76901835495;47.5454543718,7.76619132038;8500313;http://lod.opentransportdata.swiss/didok/8500313
701;26.196;ZWD;Zweidlen;Zwischenperron;2/3;2;35.25;P 20;;nicht vorhanden;;Fertigelement;;Naturstein;;Kein;SBB;222915240;47.5704237021, 8.46744687353;47.5705538287,8.4678741092;8503405;http://lod.opentransportdata.swiss/didok/8503405
701;34.48;RUEN;Rumikon AG;Hausperron;1;1;120.05;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35312780;47.5652283767, 8.37447484118;47.5655777047,8.37296617765;8503415;http://lod.opentransportdata.swiss/didok/8503415
701;38.167;REK;Rekingen AG;Mittelperron;6/7;6;211.78;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;35320978;47.5702966494, 8.32651983445;47.5700277263,8.3293059994;8503408;http://lod.opentransportdata.swiss/didok/8503408
701;49.974;FE;Felsenau AG;Dienstperron;1;;86.45;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35375355;47.605140303, 8.22105302617;47.6059160749,8.22110721675;8500328;http://lod.opentransportdata.swiss/didok/8500328
701;55.229;LEI;Leibstadt;Dienstperron;1;;68.23;P 20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35353241;47.5934652932, 8.16602395194;47.5932027692,8.1652039591;8500326;http://lod.opentransportdata.swiss/didok/8500326
701;55.229;LEI;Leibstadt;Dienstperron;1;;68.16;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35336921;47.5934501474, 8.16603255958;47.5931865415,8.16521442681;8500326;http://lod.opentransportdata.swiss/didok/8500326
702;41.002;KB;Koblenz;Mittelperron;3/4;4;230.06;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;118091934;47.5991737808, 8.22698325689;47.6011709867,8.22778228653;8500329;http://lod.opentransportdata.swiss/didok/8500329
